8,0,11.545089
8,19956,9.643333
8,21089,11.197309
8,25090,10.63985
8,27454,10.263657
8,29695,10.809741
8,30925,11.299241
8,31860,11.199838
8,33646,11.186893
8,42665,10.576327
8,40866,11.580978
8,41636,11.826948
8,49317,10.828776
8,48383,11.545512
8,49613,11.55013
8,50170,12.545662
8,53219,11.287362
8,55316,12.536812
8,58132,12.01211
8,59289,14.423045
8,60169,15.148058
8,60589,15.010719
8,61266,16.687037
8,61124,17.127517
8,62098,17.394074
8,62668,17.509385
8,69301,12.440414
8,70286,15.65928
8,71574,16.859249
8,75348,16.931384
8,74840,18.695766
64,50940,18.507372
64,3945,9.231513
64,4373,9.043778
64,4720,8.717631
64,4992,8.861888
64,6076,9.11364
64,6355,9.151022
64,6689,9.008704
64,8312,8.801487
64,8142,10.89037
64,9100,8.798544
64,9156,9.850844
64,9824,9.658744
64,10419,9.437103
64,11163,9.164459
64,12527,8.814178
64,11990,9.716806
64,12549,9.308801
64,12700,9.483547
64,12904,9.585606
64,14273,9.622072
64,15734,9.111699
64,16033,8.874599
64,15809,9.573273
64,16080,9.655069
64,16174,10.279416
64,16668,10.137116
64,16970,10.131351
64,17472,9.89346
64,17948,9.704981
64,19041,10.051841
512,3589,29.992337
512,3906,32.504223
512,4960,8.735986
512,5696,17.086636
512,6217,27.304957
512,7073,9.009328
512,7328,35.033647
512,8256,29.535684
512,8489,28.231985
512,9400,33.769948
512,10624,35.977953
512,10575,31.002136
512,11983,8.833796
512,11502,9.373608
512,11742,21.197056
512,12700,42.968909
512,14085,39.76743
512,14155,9.525843
512,15131,14.533287
512,15992,12.17505
512,16068,31.311053
512,17866,16.929851
512,16841,9.976165
512,18757,11.991165
512,17397,50.884362
512,18084,30.490675
512,19561,11.890653
512,19948,14.479287
512,20391,30.95844
512,21322,45.623508
512,23402,9.332247
4096,544,1205.947391
4096,556,1064.305249
4096,602,1112.358789
4096,802,1004.409053
4096,947,1046.865476
4096,1007,1203.318693
4096,1041,1457.524672
4096,1175,1216.156033
4096,1336,1033.993943
4096,1390,1059.272848
4096,1484,1157.939055
4096,1663,750.902443
4096,1634,949.941816
4096,1683,1090.215839
4096,1836,1685.793387
4096,2054,1374.15086
4096,2017,1179.110197
4096,2063,1272.968223
4096,2214,890.236424
4096,2451,1015.450984
4096,2466,1114.923988
4096,2556,1436.759593
4096,2610,1287.868478
4096,2717,894.22442
4096,2784,1189.640024
4096,3009,1115.272301
4096,3009,1163.662613
4096,3144,1157.493227
4096,3229,1327.554305
4096,3327,1577.757899
4096,3350,1471.379972
32678,515,923.60889
32678,609,1152.842572
32678,679,1315.868904
32678,791,1199.965345
32678,889,1528.736094
32678,1013,2294.986454
32678,1026,1770.649901
32678,1184,2468.913684
32678,1182,2476.390839
32678,1373,2163.590427
32678,1470,1736.870185
32678,1493,2391.183107
32678,1473,4111.428043
32678,1738,2470.352467
32678,1724,2051.585944
32678,1817,2272.883892
32678,1845,2548.678751
32678,1892,2271.652161
32678,1926,2342.069212
32678,2055,3742.685659
32678,2260,3285.133325
32678,2212,3577.742373
32678,2288,3052.119898
