8,3535,30.575357
8,7818,24.655213
8,5790,15.8662175
8,7610,16.535992999999998
8,10398,18.2948865
8,22998,14.86508
8,14760,16.159904500000003
8,16954,15.850698000000001
8,74131,16.1281795
8,20083,18.595589
8,20738,16.341526
8,23125,18.243046
8,26167,13.987184
8,29854,19.107458
8,63834,16.310307
8,35843,14.867346
8,37635,13.76806
8,36529,19.251883
8,38560,18.229591499999998
8,41548,17.94894
8,43466,14.8024035
8,41938,17.746289
8,46542,15.474479
8,47324,19.106218499999997
8,51694,14.604378
8,53163,14.8886625
8,51795,21.69952
8,54082,18.545791
8,55502,16.102384
8,60226,17.94713
8,58282,18.587643
8,122794,16.6347885
8,61862,18.437119
8,65859,20.167026
8,67929,15.326855
8,68214,15.265628
8,71055,16.016652
8,70449,30.809114
8,73573,18.28463
8,73200,20.082823500000003
8,149645,21.994208
8,76552,19.728522
8,82047,16.419036499999997
8,78396,33.663586
8,164102,22.284202
8,85946,18.29996
64,2408,17.929181999999997
64,5793,16.97248
64,4171,16.897807999999998
64,4845,14.461091
64,5662,12.603829000000001
64,6043,15.97008
64,13094,15.789923
64,7488,14.157811500000001
64,8279,15.317753
64,9261,15.400516
64,10796,14.445555500000001
64,10842,14.174275
64,12048,12.166989
64,12262,12.4356385
64,14836,11.555208499999999
64,15478,13.320857499999999
64,15322,24.042961
64,17170,15.432955
64,18191,16.722648
64,19305,13.948746
64,21280,13.3694985
64,21900,13.075521
64,23175,13.453365
64,21739,19.2278585
64,22695,18.8279635
64,24110,14.507202
64,27301,13.931038
64,28521,13.829249
64,85788,15.267302
64,28769,17.386728
64,31711,17.557357
64,32657,16.301676
64,32165,17.998102
64,65720,16.704864999999998
64,36249,14.803175
64,72845,14.732314
64,34571,19.4541805
64,37010,13.15534
64,38664,17.297275
64,37783,20.5032085
64,41888,15.16938
64,40560,16.435755
64,39556,25.862406
512,275,3.991948
512,379,3.361213
512,484,3.282619
512,588,3.351714
512,693,3.6975800000000003
512,797,3.672544
512,902,3.6404835
512,1006,3.607483
512,1152,4.751409
512,3975,5.300243
512,1400,7.276322499999999
512,1445,7.119456
512,1418,7.272781
512,1599,7.904718
512,1434,9.957207
512,3282,10.459906
512,2185,6.263807
512,4473,6.808996
512,2308,11.92
512,2481,10.549331
512,2617,12.5305495
512,5275,14.730401
512,2952,16.6168215
512,2973,17.6033385
512,3302,16.15587
512,3113,18.343689
512,3435,15.7376615
512,3483,16.216199
512,3542,16.205109
512,3667,17.5248205
512,3631,19.070832
512,3288,11.392741
512,3319,10.705744
512,3594,10.1203145
512,3709,12.4521355
512,3364,12.555483
512,3489,12.682425
512,3967,12.537363
512,4148,12.840088
512,4152,12.333057
512,4394,12.326435
4096,110,2.5254045
4096,151,2.6649135
4096,193,2.8380205
4096,235,3.062264
4096,277,3.2536585000000002
4096,319,12.324113
4096,360,4.3421865
4096,402,12.3286
4096,444,12.122339
4096,486,4.434618
4096,528,11.616143999999998
4096,569,11.856341
4096,611,11.9623515
4096,653,12.7960065
4096,695,12.4168655
4096,737,12.2287025
4096,778,12.8895085
4096,820,12.072690999999999
4096,862,12.537575
4096,904,12.5699765
4096,946,12.5192755
4096,987,12.43999
4096,1029,11.878605
4096,1071,12.398965
4096,2176,12.237053
4096,3309,12.073257
4096,4499,12.246990499999999
4096,1228,17.42846
4096,1263,17.5438215
4096,1318,17.754559
4096,1357,16.533439
4096,1370,17.042071
4096,1422,15.517761
4096,1485,15.7936205
4096,1525,14.938794
4096,1544,15.875612499999999
4096,1575,15.6980245
4096,1640,16.650466
4096,1641,20.2869585
4096,1298,15.684063
4096,1399,12.928408
4096,2834,13.240733500000001
4096,1575,12.282673
4096,1511,12.917059
4096,1652,14.8815
4096,1586,13.681278
4096,3101,13.229119
32678,55,4.894489500000001
32678,75,5.548082
32678,96,5.938634
32678,117,12.994439
32678,138,13.147006000000001
32678,159,14.120353
32678,180,15.128043
32678,201,14.430864
32678,222,13.656082
32678,243,15.189722
32678,264,14.284344
32678,284,18.160026
32678,305,14.911612
32678,326,17.260559
32678,347,15.3283155
32678,368,17.836466
32678,389,15.992473
32678,410,17.285945
32678,431,17.5349435
32678,452,16.049369
32678,473,19.381909
32678,493,14.320814
32678,514,17.1730965
32678,535,19.795745
32678,556,18.6940755
32678,577,20.663972
32678,598,17.6357115
32678,619,18.588243
32678,640,21.904626
32678,661,20.459333
32678,682,19.719558
32678,702,18.713077
32678,723,33.739555
32678,744,34.678826
32678,765,26.190421
32678,786,31.15279
32678,807,25.1074345
32678,828,23.991615
32678,849,26.2861485
32678,870,26.394049
32678,891,28.723989500000002
32678,911,27.573583
32678,932,26.2744595
32678,953,29.409361
32678,974,26.964015000000003
32678,995,29.977442
32678,1016,29.454181499999997
32678,1037,33.727201
32678,1058,30.326162
32678,1079,32.314605
